year,totalvotes,democrat_voter,other_voter,republican_voter,gisjoin
2008,55455,25716,518,29221,G5101790
2008,4325,2626,36,1663,G5101810
2008,5363,3301,36,2026,G5101830
2008,17061,5596,264,11201,G5101850
2008,16126,6997,250,8879,G5101870
2008,24500,8063,360,16077,G5101910
2008,8377,4577,81,3719,G5101930
2008,14138,4995,229,8914,G5101950
2008,12491,4107,177,8207,G5101970
2008,33897,13700,364,19833,G5101990
2008,70364,50473,710,19181,G5105100
2008,7359,2665,115,4579,G5105200
2008,2423,1108,33,1282,G5105300
2008,20044,15705,261,4078,G5105400
2008,107521,53994,902,52625,G5105500
2008,8849,2562,126,6161,G5105700
2008,2354,1304,30,1020,G5105800
2008,20890,12352,177,8361,G5105900
2008,2617,1702,18,897,G5105950
2008,11398,6575,132,4691,G5106000
2008,6750,4695,85,1970,G5106100
2008,4427,2819,32,1576,G5106200
2008,9677,6155,109,3413,G5106300
2008,2402,1052,33,1317,G5106400
2008,67943,46917,550,20476,G5106500
2008,14675,8444,183,6048,G5106600
2008,9524,5285,90,4149,G5106700
2008,2479,1543,22,914,G5106780
2008,34341,16269,434,17638,G5106800
2008,13627,7518,134,5975,G5106830
2008,4140,2463,43,1634,G5106850
2008,6520,4139,70,2311,G5106900
2008,81295,51972,656,28667,G5107000
2008,88446,62819,813,24814,G5107100
2008,1512,743,25,744,G5107200
2008,15540,13774,183,1583,G5107300
2008,7065,1748,88,5229,G5107350
2008,46665,32327,354,13984,G5107400
2008,5429,2930,81,2418,G5107500
2008,93085,73623,813,18649,G5107600
2008,40772,24934,444,15394,G5107700
2008,12406,5164,154,7088,G5107750
2008,11015,5569,116,5330,G5107900
2008,39908,22446,297,17165,G5108000
2008,201249,98885,2045,100319,G5108100
2008,8860,3906,139,4815,G5108200
2008,6787,4328,106,2353,G5108300
2008,10126,5268,133,4725,G5108400
2008,4858,1552,84,3222,G5300010
2008,9780,4139,190,5451,G5300030
2008,72911,26288,1278,45345,G5300050
2008,31958,13781,572,17605,G5300070
2008,38519,19470,850,18199,G5300090
2008,182764,95356,3196,84212,G5300110
2008,2228,686,43,1499,G5300130
2008,45229,24597,1078,19554,G5300150
2008,15209,5848,263,9098,G5300170
2008,3501,1467,118,1916,G5300190
2008,19696,7361,298,12037,G5300210
2008,1373,385,20,968,G5300230
2008,27438,9601,684,17153,G5300250
2008,29184,16354,726,12104,G5300270
2008,42159,22058,675,19426,G5300290
2008,19991,13252,409,6330,G5300310
2008,922032,648230,14086,259716,G5300330
2008,124337,68624,2416,53297,G5300350
2008,17868,8030,367,9471,G5300370
2008,10164,4965,255,4944,G5300390
2008,34705,13624,803,20278,G5300410
2008,5977,2032,142,3803,G5300430
2008,28306,15050,656,12600,G5300450
2008,16870,7613,459,8798,G5300470
2008,10937,6094,288,4555,G5300490
2008,6552,2562,273,3717,G5300510
2008,329520,181824,6023,141673,G5300530
2008,10531,7374,199,2958,G5300550
2008,55886,30053,1146,24687,G5300570
2008,5490,2817,149,2524,G5300590
2008,320333,187294,6317,126722,G5300610
2008,219511,105786,5411,108314,G5300630
2008,22341,8499,710,13132,G5300650
2008,126709,75882,2461,48366,G5300670
2008,2294,1121,68,1105,G5300690
2008,24727,10081,464,14182,G5300710
2008,100339,58236,1898,40205,G5300730
2008,17589,9070,415,8104,G5300750
2008,77062,33792,1324,41946,G5300770
2008,6232,2419,128,3685,G5400010
2008,37292,15994,457,20841,G5400030
2008,8370,4529,209,3632,G5400050
2008,5409,2704,76,2629,G5400070
2008,9857,4717,179,4961,G5400090
2008,34592,15292,507,18793,G5400110
2008,2429,993,70,1366,G5400130
2008,3265,1421,89,1755,G5400150
2008,3018,735,65,2218,G5400170
2008,15194,7242,294,7658,G5400190
2008,2521,1004,72,1445,G5400210
2008,4218,997,55,3166,G5400230
2008,13732,5881,284,7567,G5400250
2008,8347,2983,142,5222,G5400270
2008,13220,5504,198,7518,G5400290
2008,5407,1901,130,3376,G5400310
2008,31872,13582,466,17824,G5400330
2008,12236,4861,227,7148,G5400350
2008,22545,11687,258,10600,G5400370
2008,82484,40594,938,40952,G5400390
2008,6606,2109,162,4335,G5400410
2008,6835,3029,169,3637,G5400430
2008,13465,5873,266,7326,G5400450
2008,6430,3430,118,2882,G5400470
2008,23607,11618,488,11501,G5400490
2008,14001,5996,246,7759,G5400510
2008,10603,4484,266,5853,G5400530
2008,21022,7450,326,13246,G5400550
2008,11547,3750,181,7616,G5400570
2008,8338,3582,169,4587,G5400590
2008,33379,17060,544,15775,G5400610
2008,5575,2014,164,3397,G5400630
2008,7276,2721,127,4428,G5400650
2008,9361,4357,200,4804,G5400670
2008,19540,8593,253,10694,G5400690
2008,3395,1310,50,2035,G5400710
2008,2975,1142,61,1772,G5400730
2008,3642,1548,83,2011,G5400750
2008,11796,4205,266,7325,G5400770
2008,24780,9334,284,15162,G5400790
2008,28259,10237,474,17548,G5400810
2008,10833,4539,234,6060,G5400830
2008,3846,998,67,2781,G5400850
2008,5563,2511,109,2943,G5400870
2008,5316,2290,135,2891,G5400890
2008,6203,2462,136,3605,G5400910
2008,3507,1288,96,2123,G5400930
2008,3741,1241,85,2415,G5400950
2008,8971,2925,135,5911,G5400970
2008,15430,6137,346,8947,G5400990
2008,3057,1552,119,1386,G5401010
2008,6454,2942,170,3342,G5401030
2008,2326,782,48,1496,G5401050
2008,36002,12573,533,22896,G5401070
2008,7530,2735,174,4621,G5401090
2008,9986,5806,206,3974,G5500010
2008,8574,5818,122,2634,G5500030
2008,22886,12078,351,10457,G5500050
2008,9468,5972,131,3365,G5500070
2008,124754,67269,1631,55854,G5500090
2008,7000,3949,128,2923,G5500110
2008,8688,4337,151,4200,G5500130
2008,26474,13295,457,12722,G5500150
2008,30231,16239,500,13492,G5500170
2008,14187,7454,350,6383,G5500190
2008,29272,16661,418,12193,G5500210
2008,7981,4987,164,2830,G5500230
2008,282939,205984,3890,73065,G5500250
2008,42823,19183,625,23015,G5500270
2008,17481,10142,227,7112,G5500290
2008,24066,15830,401,7835,G5500310
2008,22989,13002,421,9566,G5500330
2008,55010,33146,905,20959,G5500350
2008,2685,1134,39,1512,G5500370
2008,52323,23463,696,28164,G5500390
2008,4683,2673,47,1963,G5500410
2008,24320,14875,377,9068,G5500430
2008,18534,11502,302,6730,G5500450
2008,9536,4000,143,5393,G5500470
2008,11969,7987,153,3829,G5500490
2008,3432,1914,54,1464,G5500510
2008,9251,5572,127,3552,G5500530
2008,43166,21448,622,21096,G5500550
2008,11530,6186,196,5148,G5500570
2008,78789,45836,1344,31609,G5500590
2008,10787,5902,174,4711,G5500610
2008,63218,38524,993,23701,G5500630
2008,7831,4732,115,2984,G5500650
2008,10402,5182,139,5081,G5500670
2008,15268,8424,325,6519,G5500690
2008,42414,22428,752,19234,G5500710
2008,67940,36367,1228,30345,G5500730
2008,21255,11195,334,9726,G5500750
2008,7846,4068,124,3654,G5500770
2008,1448,1257,6,185,G5500780
2008,475192,319819,5928,149445,G5500790
2008,19152,10198,288,8666,G5500810
2008,18968,9927,286,8755,G5500830
2008,21927,11907,390,9630,G5500850
2008,91563,50294,1592,39677,G5500870
2008,53365,20579,614,32172,G5500890
2008,3771,2102,53,1616,G5500910
2008,22107,11803,492,9812,G5500930
2008,22643,10876,485,11282,G5500950
2008,39422,24817,795,13810,G5500970
2008,8194,4559,174,3461,G5500990
2008,100642,53408,1280,45954,G5501010
2008,8450,5041,111,3298,G5501030
2008,79169,50529,1276,27364,G5501050
2008,7272,3855,164,3253,G5501070
2008,44821,21177,807,22837,G5501090
2008,30626,18617,447,11562,G5501110
2008,9085,4765,121,4199,G5501130
2008,20089,10259,292,9538,G5501150
2008,62107,30395,911,30801,G5501170
2008,9346,4563,197,4586,G5501190
2008,13314,8321,185,4808,G5501210
2008,14075,8463,245,5367,G5501230
2008,13750,6491,204,7055,G5501250
2008,50422,24177,760,25485,G5501270
2008,9112,4693,116,4303,G5501290
2008,74411,25719,963,47729,G5501310
2008,232897,85339,2406,145152,G5501330
2008,25511,12952,327,12232,G5501350
2008,11849,5868,211,5770,G5501370
2008,87677,48167,1564,37946,G5501390
2008,39052,21710,761,16581,G5501410
2008,17201,8644,621,7936,G5600010
2008,5341,1108,188,4045,G5600030
2008,16385,2990,384,13011,G5600050
2008,6900,2336,233,4331,G5600070
2008,6501,1380,199,4922,G5600090
2008,3706,612,127,2967,G5600110
2008,17715,6016,616,11083,G5600130
2008,5965,1832,191,3942,G5600150
2008,2564,619,111,1834,G5600170
2008,4375,908,133,3334,G5600190
2008,41806,16072,1185,24549,G5600210
2008,8615,1823,307,6485,G5600230
2008,33473,10475,1092,21906,G5600250
2008,1304,244,43,1017,G5600270
2008,15049,3757,453,10839,G5600290
2008,4597,1407,188,3002,G5600310
2008,15039,4458,404,10177,G5600330
2008,4375,936,123,3316,G5600350
2008,16833,5762,711,10360,G5600370
2008,12359,7472,322,4565,G5600390
2008,8418,2317,338,5763,G5600410
2008,4100,1042,102,2956,G5600430
2008,3414,658,138,2618,G5600450
2008,153219,120102,1263,31854,G293800000
2012,23932,6363,190,17379,G0100010
2012,85338,18424,898,66016,G0100030
2012,11509,5912,47,5550,G0100050
2012,8420,2202,86,6132,G0100070
2012,24006,2970,279,20757,G0100090
2012,5322,4061,10,1251,G0100110
2012,9496,4374,35,5087,G0100130
2012,46257,15511,468,30278,G0100150
2012,14611,6871,114,7626,G0100170
2012,9779,2132,141,7506,G0100190
2012,17462,3397,133,13932,G0100210
2012,7968,3786,30,4152,G0100230
2012,13851,6334,47,7470,G0100250
2012,6662,1777,68,4817,G0100270
2012,6305,971,62,5272,G0100290
2012,19770,4925,179,14666,G0100310
2012,23385,9166,283,13936,G0100330
2012,7022,3555,28,3439,G0100350
2012,5269,2191,29,3049,G0100370
2012,15423,3158,112,12153,G0100390
2012,6418,2050,37,4331,G0100410
2012,34457,5052,406,28999,G0100430
2012,18557,5286,163,13108,G0100450
2012,20953,14612,53,6288,G0100470
2012,23863,5239,293,18331,G0100490
2012,35485,8954,278,26253,G0100510
2012,14869,5489,93,9287,G0100530
2012,42530,12803,597,29130,G0100550
2012,7946,1817,75,6054,G0100570
2012,10859,3171,121,7567,G0100590
2012,11320,2039,106,9175,G0100610
2012,5340,4521,15,804,G0100630
2012,8643,5411,22,3210,G0100650
2012,8760,3083,49,5628,G0100670
2012,41918,12367,281,29270,G0100690
2012,20577,5822,316,14439,G0100710
2012,303918,159876,2359,141683,G0100730
2012,7166,1646,63,5457,G0100750
2012,36924,12511,502,23911,G0100770
2012,14112,5069,169,8874,G0100790
2012,54359,21381,784,32194,G0100810
2012,35459,9829,335,25295,G0100830
2012,7521,5747,18,1756,G0100850
2012,10394,9045,18,1331,G0100870
2012,155059,62015,2160,90884,G0100890
2012,11537,6167,34,5336,G0100910
2012,12105,2249,159,9697,G0100930
2012,32566,6299,400,25867,G0100950
2012,174864,78760,1211,94893,G0100970
2012,10708,4914,53,5741,G0100990
2012,101924,63085,507,38332,G0101010
2012,49323,13439,493,35391,G0101030
2012,6099,4568,25,1506,G0101050
2012,9611,4455,32,5124,G0101070
2012,14107,6035,109,7963,G0101090
2012,10398,3078,96,7224,G0101110
2012,18879,10500,101,8278,G0101130
2012,35148,5801,316,29031,G0101150
2012,92507,20051,1020,71436,G0101170
2012,7027,5421,20,1586,G0101190
2012,33373,13905,222,19246,G0101210
2012,18829,6319,114,12396,G0101230
2012,78590,32048,794,45748,G0101250
2012,28521,6557,313,21651,G0101270
2012,8778,2976,41,5761,G0101290
2012,6551,4868,4,1679,G0101310
2012,9714,1286,116,8312,G0101330
2012,7722,1518,305,5899,G0200010
2012,9058,3096,453,5509,G0200020
2012,6069,2034,266,3769,G0200030
2012,6787,2864,337,3586,G0200040
2012,8143,3644,472,4027,G0200050
2012,7793,2145,394,5254,G0200060
2012,7575,1962,366,5247,G0200070
2012,8242,2083,333,5826,G0200080
2012,7408,1667,309,5432,G0200090
2012,6570,1344,298,4928,G0200100
2012,8631,2222,352,6057,G0200110
2012,6482,1901,281,4300,G0200120
2012,5707,2425,204,3078,G0200130
2012,7068,3340,275,3453,G0200140
2012,6451,3283,293,2875,G0200150
2012,7181,4013,292,2876,G0200160
2012,4589,2853,194,1542,G0200170
2012,6930,4247,314,2369,G0200180
2012,8286,4126,305,3855,G0200190
2012,7964,3081,339,4544,G0200200
2012,8866,3316,288,5262,G0200210
2012,6555,2859,251,3445,G0200220
2012,8370,3167,277,4926,G0200230
2012,7289,3128,249,3912,G0200240
2012,8661,3739,353,4569,G0200250
2012,10491,3169,354,6968,G0200260
2012,10823,4463,345,6015,G0200270
2012,8449,2188,379,5882,G0200280
2012,8011,1933,304,5774,G0200290
2012,9505,3578,435,5492,G0200300
2012,9335,4679,437,4219,G0200310
2012,9528,5930,503,3095,G0200320
2012,7471,2716,466,4289,G0200330
2012,8637,4662,452,3523,G0200340
2012,6932,2830,298,3804,G0200350
2012,4972,3341,245,1386,G0200360
2012,4335,2631,187,1517,G0200370
2012,6814,4101,454,2259,G0200380
2012,6560,3645,349,2566,G0200390
2012,4235,2717,171,1347,G0200400
2012,0,0,0,0,G0200990
2012,25848,17147,451,8250,G0400010
2012,49003,18546,960,29497,G0400030
2012,51731,29257,1254,21220,G0400050
2012,21528,7697,376,13455,G0400070
2012,11855,3609,170,8076,G0400090
2012,2974,1310,72,1592,G0400110
2012,5717,1880,123,3714,G0400120
2012,1376558,602288,24385,749885,G0400130
2012,70010,19533,1309,49168,G0400150
2012,37335,16945,506,19884,G0400170
2012,382250,201251,6220,174779,G0400190
2012,108315,44306,1930,62079,G0400210
2012,13894,9486,173,4235,G0400230
2012,100283,33918,1897,64468,G0400250
2012,41953,18059,542,23352,G0400270
2012,6494,2455,142,3897,G0500010
2012,7921,2859,195,4867,G0500030
2012,19339,5172,479,13688,G0500050
2012,79257,22636,1975,54646,G0500070
2012,15391,3772,460,11159,G0500090
2012,3652,1449,69,2134,G0500110
2012,2174,660,56,1458,G0500130
2012,10183,3696,362,6125,G0500150
2012,4361,2649,42,1670,G0500170
2012,8409,3811,255,4343,G0500190
2012,5110,1738,147,3225,G0500210
2012,11647,2620,334,8693,G0500230
2012,3266,845,108,2313,G0500250
2012,9455,3557,108,5790,G0500270
2012,7730,3005,211,4514,G0500290
2012,31700,10527,823,20350,G0500310
2012,20591,4881,565,15145,G0500330
2012,16716,9487,231,6998,G0500350
2012,6681,2279,133,4269,G0500370
2012,3084,1337,82,1665,G0500390
2012,4420,2443,81,1896,G0500410
2012,6633,2630,116,3887,G0500430
2012,41460,13621,1117,26722,G0500450
2012,6540,1726,183,4631,G0500470
2012,4522,1452,121,2949,G0500490
2012,40728,13804,910,26014,G0500510
2012,6479,1468,182,4829,G0500530
2012,13761,4000,690,9071,G0500550
2012,6921,2468,169,4284,G0500570
2012,11260,3830,333,7097,G0500590
2012,4462,1471,99,2892,G0500610
2012,12397,3281,388,8728,G0500630
2012,5278,1524,179,3575,G0500650
2012,5347,2095,180,3072,G0500670
2012,27383,17470,393,9520,G0500690
2012,8098,2799,235,5064,G0500710
2012,2929,1173,43,1713,G0500730
2012,5540,1788,216,3536,G0500750
2012,3424,2107,37,1280,G0500770
2012,3726,1425,102,2199,G0500790
2012,5051,1552,114,3385,G0500810
2012,7331,2009,243,5079,G0500830
2012,24114,5625,609,17880,G0500850
2012,6568,2099,206,4263,G0500870
2012,7051,2037,240,4774,G0500890
2012,15329,4518,189,10622,G0500910
2012,13375,6467,305,6603,G0500930
2012,3230,1583,62,1585,G0500950
2012,3404,920,115,2369,G0500970
2012,3384,1314,74,1996,G0500990
2012,3661,993,160,2508,G0501010
2012,10315,4633,161,5521,G0501030
2012,3938,1187,170,2581,G0501050
2012,7930,5202,130,2598,G0501070
2012,3788,851,90,2847,G0501090
2012,7560,2390,196,4974,G0501110
2012,7726,1556,215,5955,G0501130
2012,20439,5126,550,14763,G0501150
2012,3141,880,108,2153,G0501170
2012,159381,87248,3149,68984,G0501190
2012,5956,2046,209,3701,G0501210
2012,8362,4910,84,3368,G0501230
2012,47062,12869,1230,32963,G0501250
2012,3640,897,112,2631,G0501270
2012,3694,814,181,2699,G0501290
2012,43362,13092,1101,29169,G0501310
2012,4330,1042,152,3136,G0501330
2012,7283,2092,270,4921,G0501350
2012,5354,1356,222,3776,G0501370
2012,17177,6196,282,10699,G0501390
2012,6430,1832,233,4365,G0501410
2012,70460,28236,2536,39688,G0501430
2012,26514,5765,738,20011,G0501450
2012,2685,1340,118,1227,G0501470
2012,5974,1722,210,4042,G0501490
2012,595642,469684,17776,108182,G0600010
2012,653,389,28,236,G0600030
2012,17649,6830,538,10281,G0600050
2012,90752,42669,3604,44479,G0600070
2012,21786,8670,751,12365,G0600090
2012,6034,2314,119,3601,G0600110
2012,438226,290824,10885,136517,G0600130
2012,8770,3791,365,4614,G0600150
2012,88774,35166,2635,50973,G0600170
2012,258827,129129,5208,124490,G0600190
2012,9211,3301,278,5632,G0600210
2012,57470,34457,4188,18825,G0600230
2012,38565,25136,652,12777,G0600250
2012,8036,3422,274,4340,G0600270
2012,221472,89495,5359,126618,G0600290
2012,31418,12979,768,17671,G0600310
2012,23391,13163,1028,9200,G0600330
2012,10683,3053,334,7296,G0600350
2012,3181067,2216903,78831,885333,G0600370
2012,39866,16018,996,22852,G0600390
2012,134516,99896,3740,30880,G0600410
2012,9000,3498,362,5140,G0600430
2012,35017,23193,2166,9658,G0600450
2012,62057,33005,1471,27581,G0600470
2012,3986,1111,98,2777,G0600490
2012,5181,2733,163,2285,G0600510
2012,123518,82920,3208,37390,G0600530
2012,56968,35870,1572,19526,G0600550
2012,51676,24663,2027,24986,G0600570
2012,1122664,512440,27892,582332,G0600590
2012,171322,66818,4583,99921,G0600610
2012,10047,4026,300,5721,G0600630
2012,661907,329063,14717,318127,G0600650
2012,516809,300503,13792,202514,G0600670
2012,19044,11276,425,7343,G0600690
2012,581517,305109,14050,262358,G0600710
2012,1192282,626957,28599,536726,G0600730
2012,361209,301723,12410,47076,G0600750
2012,204697,114121,4505,86071,G0600770
2012,125638,61258,4413,59967,G0600790
2012,285720,206085,6879,72756,G0600810
2012,163320,94129,4585,64606,G0600830
2012,643091,450818,17430,174843,G0600850
2012,120095,90805,5243,24047,G0600870
2012,76335,25819,2449,48067,G0600890
2012,1795,653,86,1056,G0600910
2012,19910,8046,787,11077,G0600930
2012,152444,96783,3569,52092,G0600950
2012,216508,153942,7782,54784,G0600970
2012,155369,77724,4186,73459,G0600990
2012,31026,12192,712,18122,G0601010
2012,22977,7934,808,14235,G0601030
2012,5674,2674,284,2716,G0601050
2012,101100,41752,2392,56956,G0601070
2012,24687,9998,809,13880,G0601090
2012,326974,170929,8087,147958,G0601110
2012,74475,48715,2392,23368,G0601130
2012,19700,7711,714,11275,G0601150
2012,176230,100649,4609,70972,G0800010
2012,6715,3811,199,2705,G0800030
2012,285516,153905,6023,125588,G0800050
2012,6734,2679,183,3872,G0800070
2012,2106,467,80,1559,G0800090
2012,1942,815,52,1075,G0800110
2012,179499,125091,4427,49981,G0800130
2012,32777,16966,803,15008,G0800140
2012,10462,5086,306,5070,G0800150
2012,1093,172,32,889,G0800170
2012,5743,3119,194,2430,G0800190
2012,4101,2213,53,1835,G0800210
2012,1837,1340,51,446,G0800230
2012,1502,535,43,924,G0800250
2012,2715,868,59,1788,G0800270
2012,15925,4622,388,10915,G0800290
2012,301694,222018,6565,73111,G0800310
2012,1245,334,52,859,G0800330
2012,167781,60991,2586,104204,G0800350
2012,22668,12792,465,9411,G0800370
2012,14178,3603,309,10266,G0800390
2012,290175,111819,7404,170952,G0800410
2012,20416,6704,538,13174,G0800430
2012,24408,11305,568,12535,G0800450
2012,3338,1892,100,1346,G0800470
2012,8187,3684,250,4253,G0800490
2012,8667,5044,282,3341,G0800510
2012,600,229,18,353,G0800530
2012,3714,1953,115,1646,G0800550
2012,848,216,32,600,G0800570
2012,311052,159296,7559,144197,G0800590
2012,821,118,26,677,G0800610
2012,3702,838,79,2785,G0800630
2012,3040,1839,103,1098,G0800650
2012,29184,15489,901,12794,G0800670
2012,180180,92747,5057,82376,G0800690
2012,6862,3445,154,3263,G0800710
2012,2287,552,48,1687,G0800730
2012,9124,2712,233,6179,G0800750
2012,72947,23846,1629,47472,G0800770
2012,650,291,15,344,G0800790
2012,6168,1330,143,4695,G0800810
2012,12318,4542,375,7401,G0800830
2012,20130,6138,440,13552,G0800850
2012,10777,3912,263,6602,G0800870
2012,8192,3647,163,4382,G0800890
2012,3202,1646,75,1481,G0800910
2012,9366,3862,268,5236,G0800930
2012,2265,588,40,1637,G0800950
2012,10075,6849,202,3024,G0800970
2012,4863,1519,114,3230,G0800990
2012,76194,42551,1749,31894,G0801010
2012,3369,568,77,2724,G0801030
2012,5533,2478,137,2918,G0801050
2012,13317,7547,301,5469,G0801070
2012,2930,1864,102,964,G0801090
2012,506,266,28,212,G0801110
2012,4256,2992,110,1154,G0801130
2012,1338,419,38,881,G0801150
2012,15312,9347,394,5571,G0801170
2012,13407,4333,372,8702,G0801190
2012,2591,468,47,2076,G0801210
2012,115866,49050,3041,63775,G0801230
2012,4577,987,100,3490,G0801250
2012,396130,217294,3668,175168,G0900010
2012,392240,244639,4363,143238,G0900030
2012,92427,43856,1370,47201,G0900050
2012,83538,47855,1092,34591,G0900070
2012,361026,218972,3697,138357,G0900090
2012,115102,67144,1839,46119,G0900110
2012,70928,39366,1112,30450,G0900130
2012,46494,25957,769,19768,G0900150
2012,68696,35527,1034,32135,G1000010
2012,252012,167082,3700,81230,G1000030
2012,93229,39975,1135,52119,G1000050
2012,293764,267070,5313,21381,G1100010
2012,120418,69699,1922,48797,G1200010
2012,11368,2311,82,8975,G1200030
2012,79861,22051,934,56876,G1200050
2012,11635,3325,91,8219,G1200070
2012,285559,122993,3266,159300,G1200090
2012,756422,508312,4009,244101,G1200110
2012,6152,1664,122,4366,G1200130
2012,84682,35906,780,47996,G1200150
2012,73935,28460,813,44662,G1200170
2012,96589,25759,808,70022,G1200190
2012,149112,51698,894,96520,G1200210
2012,27163,8462,272,18429,G1200230
2012,9865,4174,104,5587,G1200270
2012,6941,1798,91,5052,G1200290
2012,411848,196737,3496,211615,G1200310
2012,148502,58185,1606,88711,G1200330
2012,50595,23207,419,26969,G1200350
2012,5474,1845,59,3570,G1200370
2012,22499,15770,99,6630,G1200390
2012,7909,1885,107,5917,G1200410
2012,3989,1603,42,2344,G1200430
2012,7108,2014,99,4995,G1200450
2012,5407,2228,41,3138,G1200470
2012,7226,2463,67,4696,G1200490
2012,10185,4751,79,5355,G1200510
2012,83667,37830,899,44938,G1200530
2012,42444,16148,381,25915,G1200550
2012,542102,286467,5449,250186,G1200570
2012,8274,1264,91,6919,G1200590
2012,71464,27492,522,43450,G1200610
2012,20941,7342,181,13418,G1200630
2012,7808,3945,55,3808,G1200650
2012,3399,687,44,2668,G1200670
2012,150811,61799,1369,87643,G1200690
2012,266166,110157,1846,154163,G1200710
2012,148353,90881,1667,55805,G1200730
2012,18399,6119,226,12054,G1200750
2012,3284,942,41,2301,G1200770
2012,8715,4176,65,4474,G1200790
2012,153491,66503,1361,85627,G1200810
2012,161385,66831,1511,93043,G1200830
2012,78873,30107,583,48183,G1200850
2012,878314,541440,3893,332981,G1200860
2012,39057,19404,419,19234,G1200870
2012,40528,10251,348,29929,G1200890
2012,94798,23421,1209,70168,G1200910
2012,12324,4856,140,7328,G1200930
2012,466359,273665,4105,188589,G1200950
2012,108698,67239,867,40592,G1200970
2012,600721,349651,3672,247398,G1200990
2012,213573,98263,2883,112427,G1201010
2012,457702,239104,5340,213258,G1201030
2012,248683,114622,2484,131577,G1201050
2012,31324,11667,331,19326,G1201070
2012,114795,35190,1092,78513,G1201090
2012,123027,65869,956,56202,G1201110
2012,76846,17768,892,58186,G1201130
2012,207480,95119,1857,110504,G1201150
2012,208620,96445,2232,109943,G1201170
2012,60479,19524,309,40646,G1201190
2012,17629,4751,206,12672,G1201210
2012,9120,2764,107,6249,G1201230
2012,5393,1339,74,3980,G1201250
2012,234536,114748,2298,117490,G1201270
2012,14660,5175,195,9290,G1201290
2012,28494,6671,333,21490,G1201310
2012,10999,2820,141,8038,G1201330
2012,7086,1758,95,5233,G1300010
2012,2902,930,34,1938,G1300030
2012,3931,791,47,3093,G1300050
2012,1589,794,10,785,G1300070
2012,16238,8483,166,7589,G1300090
2012,6195,780,61,5354,G1300110
2012,25199,6028,446,18725,G1300130
2012,35802,8396,530,26876,G1300150
2012,5956,2512,48,3396,G1300170
2012,6201,1273,85,4843,G1300190
2012,64718,38585,510,25623,G1300210
2012,4907,1269,51,3587,G1300230
2012,6002,939,99,4964,G1300250
2012,6742,3138,50,3554,G1300270
2012,13453,3707,186,9560,G1300290
2012,24085,9593,318,14174,G1300310
2012,9779,5405,73,4301,G1300330
2012,9381,2968,107,6306,G1300350
2012,2188,1298,7,883,G1300370
2012,17983,6377,263,11343,G1300390
2012,3528,1157,27,2344,G1300430
2012,41549,12688,581,28280,G1300450
2012,23678,5365,455,17858,G1300470
2012,3764,1197,40,2527,G1300490
2012,108628,60246,1178,47204,G1300510
2012,1490,729,26,735,G1300530
2012,7822,2232,138,5452,G1300550
2012,98220,19841,1865,76514,G1300570
2012,40368,25431,1122,13815,G1300590
2012,1402,862,3,537,G1300610
2012,96067,81479,424,14164,G1300630
2012,2472,852,22,1598,G1300650
2012,310116,133124,5270,171722,G1300670
2012,14454,5057,149,9248,G1300690
2012,13328,3973,112,9243,G1300710
2012,58923,16451,707,41765,G1300730
2012,6031,2042,54,3935,G1300750
2012,55555,15168,734,39653,G1300770
2012,5133,1706,59,3368,G1300790
2012,7396,3167,47,4182,G1300810
2012,6020,1411,138,4471,G1300830
2012,10244,1241,156,8847,G1300850
2012,10485,4591,70,5824,G1300870
2012,306265,238224,3649,64392,G1300890
2012,7733,2442,77,5214,G1300910
2012,4298,2285,28,1985,G1300930
2012,37919,26295,175,11449,G1300950
2012,55267,28441,585,26241,G1300970
2012,5353,2765,31,2557,G1300990
2012,1102,173,12,917,G1301010
2012,20816,4947,273,15596,G1301030
2012,8143,3181,103,4859,G1301050
2012,8083,2927,56,5100,G1301070
2012,3563,1268,27,2268,G1301090
2012,10017,2028,132,7857,G1301110
2012,58568,19736,757,38075,G1301130
2012,32829,9640,456,22733,G1301150
2012,81731,14571,1252,65908,G1301170
2012,7762,1499,149,6114,G1301190
2012,397413,255470,4819,137124,G1301210
2012,11018,1958,134,8926,G1301230
2012,1333,176,22,1135,G1301250
2012,33133,11950,290,20893,G1301270
2012,16897,3440,260,13197,G1301290
2012,9396,3419,53,5924,G1301310
2012,8323,3201,51,5071,G1301330
2012,296728,132509,4364,159855,G1301350
2012,14641,2301,174,12166,G1301370
2012,61364,12999,884,47481,G1301390
2012,4088,3308,11,769,G1301410
2012,10376,1789,141,8446,G1301430
2012,15488,4145,146,11197,G1301450
2012,9511,2870,124,6517,G1301470
2012,4172,948,64,3160,G1301490
2012,91378,43761,843,46774,G1301510
2012,58056,22702,692,34662,G1301530
2012,3709,1141,30,2538,G1301550
2012,23704,4238,331,19135,G1301570
2012,6031,1845,50,4136,G1301590
2012,5336,1275,65,3996,G1301610
2012,7298,4261,38,2999,G1301630
2012,3390,1488,15,1887,G1301650
2012,3772,1305,27,2440,G1301670
2012,12105,4274,87,7744,G1301690
2012,7592,2602,91,4899,G1301710
2012,2972,1114,38,1820,G1301730
2012,19604,7513,141,11950,G1301750
2012,13628,3196,118,10314,G1301770
2012,16170,10457,148,5565,G1301790
2012,4426,1586,33,2807,G1301810
2012,3802,1442,54,2306,G1301830
2012,39137,17470,340,21327,G1301850
2012,10905,2055,203,8647,G1301870
2012,9592,4044,73,5475,G1301890
2012,6341,2864,68,3409,G1301910
