year,totalvotes,democrat_voter,other_voter,republican_voter,gisjoin
2020,11566,5280,261,6025,G3000670
2020,348,39,11,298,G3000690
2020,2382,416,30,1936,G3000710
2020,2995,903,61,2031,G3000730
2020,1136,154,12,970,G3000750
2020,3179,752,72,2355,G3000770
2020,744,126,15,603,G3000790
2020,28507,8763,630,19114,G3000810
2020,5798,875,123,4800,G3000830
2020,4017,1910,111,1996,G3000850
2020,3773,1199,88,2486,G3000870
2020,7622,1820,142,5660,G3000890
2020,2030,574,53,1403,G3000910
2020,18658,10392,521,7745,G3000930
2020,5724,1156,106,4462,G3000950
2020,2446,549,57,1840,G3000970
2020,3679,1007,64,2608,G3000990
2020,2119,467,56,1596,G3001010
2020,460,78,9,373,G3001030
2020,4261,1030,96,3135,G3001050
2020,1068,225,20,823,G3001070
2020,598,77,5,516,G3001090
2020,83821,30679,2370,50772,G3001110
2020,14602,4213,304,10085,G3100010
2020,3583,452,38,3093,G3100030
2020,284,21,3,260,G3100050
2020,410,43,5,362,G3100070
2020,317,35,2,280,G3100090
2020,3217,499,65,2653,G3100110
2020,5181,1051,128,4002,G3100130
2020,1153,135,8,1010,G3100150
2020,1679,191,18,1470,G3100170
2020,23589,6350,599,16640,G3100190
2020,3731,1063,88,2580,G3100210
2020,4498,873,83,3542,G3100230
2020,15284,4737,426,10121,G3100250
2020,4996,725,97,4174,G3100270
2020,1993,226,27,1740,G3100290
2020,3265,373,48,2844,G3100310
2020,4765,855,97,3813,G3100330
2020,3558,632,78,2848,G3100350
2020,3717,1025,56,2636,G3100370
2020,4451,870,74,3507,G3100390
2020,5993,786,117,5090,G3100410
2020,6794,2744,124,3926,G3100430
2020,4121,1082,108,2931,G3100450
2020,9178,2497,157,6524,G3100470
2020,1032,141,20,871,G3100490
2020,3083,651,97,2335,G3100510
2020,16876,5544,348,10984,G3100530
2020,274951,150350,5442,119159,G3100550
2020,999,105,11,883,G3100570
2020,3134,693,82,2359,G3100590
2020,1724,276,11,1437,G3100610
2020,1440,189,22,1229,G3100630
2020,2601,399,39,2163,G3100650
2020,11068,3385,238,7445,G3100670
2020,1195,161,18,1016,G3100690
2020,1075,133,9,933,G3100710
2020,1118,215,10,893,G3100730
2020,402,20,7,375,G3100750
2020,1258,229,13,1016,G3100770
2020,24374,7681,504,16189,G3100790
2020,5533,1118,106,4309,G3100810
2020,1928,282,31,1615,G3100830
2020,534,34,6,494,G3100850
2020,1469,175,30,1264,G3100870
2020,5537,686,82,4769,G3100890
2020,442,59,7,376,G3100910
2020,3501,648,67,2786,G3100930
2020,3716,1016,84,2616,G3100950
2020,2229,647,64,1518,G3100970
2020,3604,701,81,2822,G3100990
2020,4364,763,57,3544,G3101010
2020,529,49,4,476,G3101030
2020,1874,268,43,1563,G3101050
2020,4697,905,71,3721,G3101070
2020,156091,82293,3706,70092,G3101090
2020,17107,3692,344,13071,G3101110
2020,450,38,5,407,G3101130
2020,454,75,9,370,G3101150
2020,302,17,10,275,G3101170
2020,15765,3478,347,11940,G3101190
2020,4257,743,95,3419,G3101210
2020,2557,386,58,2113,G3101230
2020,1828,359,32,1437,G3101250
2020,3423,921,74,2428,G3101270
2020,2303,409,37,1857,G3101290
2020,8315,2490,176,5649,G3101310
2020,1429,322,36,1071,G3101330
2020,1544,199,24,1321,G3101350
2020,5009,752,100,4157,G3101370
2020,4006,480,64,3462,G3101390
2020,15673,3260,227,12186,G3101410
2020,2879,530,58,2291,G3101430
2020,5452,811,116,4525,G3101450
2020,4126,996,57,3073,G3101470
2020,841,84,13,744,G3101490
2020,5770,1986,153,3631,G3101510
2020,95673,41206,2488,51979,G3101530
2020,12735,3331,296,9108,G3101550
2020,15469,4196,321,10952,G3101570
2020,9142,2438,214,6490,G3101590
2020,2672,340,40,2292,G3101610
2020,1698,343,33,1322,G3101630
2020,729,72,15,642,G3101650
2020,3161,532,68,2561,G3101670
2020,2980,624,48,2308,G3101690
2020,427,45,5,377,G3101710
2020,2325,1122,23,1180,G3101730
2020,2340,412,27,1901,G3101750
2020,12413,3554,276,8583,G3101770
2020,4200,1022,123,3055,G3101790
2020,1876,335,30,1511,G3101810
2020,502,59,5,438,G3101830
2020,7143,1630,176,5337,G3101850
2020,12881,3048,466,9367,G3200010
2020,972308,521777,19722,430809,G3200030
2020,34117,11570,924,21623,G3200050
2020,21957,4555,668,16734,G3200070
2020,480,72,13,395,G3200090
2020,1008,104,17,887,G3200110
2020,7771,1689,205,5877,G3200130
2020,2765,496,71,2198,G3200150
2020,2446,330,49,2067,G3200170
2020,30229,8472,851,20906,G3200190
2020,2327,824,83,1420,G3200210
2020,25376,7287,562,17527,G3200230
2020,2320,547,42,1731,G3200270
2020,2868,900,67,1901,G3200290
2020,251956,128052,7251,116653,G3200310
2020,4363,856,107,3400,G3200330
2020,29739,12735,891,16113,G3205100
2020,38391,16894,598,20899,G3300010
2020,33221,16649,422,16150,G3300030
2020,44220,25522,800,17898,G3300050
2020,16515,7640,258,8617,G3300070
2020,53966,33180,881,19905,G3300090
2020,230941,122344,3972,104625,G3300110
2020,89805,48533,1561,39711,G3300130
2020,198798,100064,2876,95858,G3300150
2020,73596,41721,1386,30489,G3300170
2020,24380,12390,482,11508,G3300190
2020,140031,73808,1785,64438,G3400010
2020,495849,285967,5465,204417,G3400030
2020,261497,154595,3557,103345,G3400050
2020,264616,175065,3344,86207,G3400070
2020,57714,23941,615,33158,G3400090
2020,62408,32742,714,28952,G3400110
2020,345311,266820,3016,75475,G3400130
2020,172654,86702,2612,83340,G3400150
2020,249850,181452,2700,65698,G3400170
2020,84242,39457,1632,43153,G3400190
2020,176604,122532,2431,51641,G3400210
2020,374362,226250,4645,143467,G3400230
2020,378151,181291,5052,191808,G3400250
2020,299322,153881,4307,141134,G3400270
2020,341516,119456,4320,217740,G3400290
2020,223707,129097,2601,92009,G3400310
2020,33922,14479,616,18827,G3400330
2020,185859,111173,2690,71996,G3400350
2020,87960,34481,1781,51698,G3400370
2020,252991,170245,2744,80002,G3400390
2020,60787,24901,1117,34769,G3400410
2020,317590,193757,7698,116135,G3500010
2020,2326,595,33,1698,G3500030
2020,22443,6381,406,15656,G3500050
2020,8903,4745,183,3975,G3500060
2020,6016,2611,134,3271,G3500070
2020,15101,4307,350,10444,G3500090
2020,901,231,14,656,G3500110
2020,82641,47957,1882,32802,G3500130
2020,23222,5424,344,17454,G3500150
2020,14435,7590,292,6553,G3500170
2020,2189,1234,38,917,G3500190
2020,505,179,7,319,G3500210
2020,1974,823,31,1120,G3500230
2020,20918,4061,326,16531,G3500250
2020,10306,3194,170,6942,G3500270
2020,12293,7554,461,4278,G3500280
2020,8103,3563,132,4408,G3500290
2020,26486,18029,656,7801,G3500310
2020,2686,1745,38,903,G3500330
2020,23571,8485,565,14521,G3500350
2020,3873,1170,69,2634,G3500370
2020,16628,10990,230,5408,G3500390
2020,6608,1802,172,4634,G3500410
2020,76562,40588,1800,34174,G3500430
2020,52294,18083,1337,32874,G3500450
2020,11531,7888,222,3421,G3500470
2020,82227,62530,1368,18329,G3500490
2020,5945,2265,138,3542,G3500510
2020,7160,3722,183,3255,G3500530
2020,17181,13121,345,3715,G3500550
2020,7281,2344,165,4772,G3500570
2020,1789,383,18,1388,G3500590
2020,32277,14263,650,17364,G3500610
2020,154727,99474,4172,51081,G3600010
2020,20895,6048,712,14135,G3600030
2020,432399,355374,9285,67740,G3600050
2020,93494,47010,2684,43800,G3600070
2020,35018,11879,984,22155,G3600090
2020,36760,16149,1099,19512,G3600110
2020,59770,23087,1830,34853,G3600130
2020,39711,16636,1153,21922,G3600150
2020,22417,8290,645,13482,G3600170
2020,35637,18364,759,16514,G3600190
2020,35781,20386,931,14464,G3600210
2020,21892,10369,734,10789,G3600230
2020,23074,9143,544,13387,G3600250
2020,151889,81443,3574,66872,G3600270
2020,476787,267174,12086,197527,G3600290
2020,19470,9947,547,8976,G3600310
2020,19420,9253,499,9668,G3600330
2020,24072,7931,763,15378,G3600350
2020,29431,9625,930,18876,G3600370
2020,25320,10346,703,14271,G3600390
2020,3489,1178,86,2225,G3600410
2020,29560,9937,753,18870,G3600430
2020,44129,17307,1193,25629,G3600450
2020,920380,703310,14298,202772,G3600470
2020,13036,3824,318,8894,G3600490
2020,31656,12477,997,18182,G3600510
2020,34266,14807,1051,18408,G3600530
2020,383499,225746,12092,145661,G3600550
2020,21246,7977,524,12745,G3600570
2020,738369,396504,15149,326716,G3600590
2020,701405,603040,13180,85185,G3600610
2020,104866,46029,2769,56068,G3600630
2020,101696,41567,2949,57180,G3600650
2020,235686,138894,6173,90619,G3600670
2020,60085,29025,2021,29039,G3600690
2020,173305,84684,3625,84996,G3600710
2020,18314,5587,601,12126,G3600730
2020,54852,21143,1571,32138,G3600750
2020,28223,12975,866,14382,G3600770
2020,55318,24953,1082,29283,G3600790
2020,794498,569038,12795,212665,G3600810
2020,79962,40969,2493,36500,G3600830
2020,217899,90997,3582,123320,G3600850
2020,151381,75802,2393,73186,G3600870
2020,45267,19361,1298,24608,G3600890
2020,133556,68471,3780,61305,G3600910
2020,75381,42465,2175,30741,G3600930
2020,15810,5345,562,9903,G3600950
2020,9799,3903,275,5621,G3600970
2020,15718,6914,475,8329,G3600990
2020,46516,15790,1252,29474,G3601010
2020,757877,368000,14056,375821,G3601030
2020,35132,15489,978,18665,G3601050
2020,25170,9634,745,14791,G3601070
2020,46048,33619,1333,11096,G3601090
2020,98160,57970,2600,37590,G3601110
2020,36394,17642,1053,17699,G3601130
2020,28256,11565,750,15941,G3601150
2020,45031,17456,1371,26204,G3601170
2020,462265,312371,5181,144713,G3601190
2020,19483,5073,512,13898,G3601210
2020,10788,4219,361,6208,G3601230
2020,86091,38825,1210,46056,G3700010
2020,20236,4145,203,15888,G3700030
2020,6076,1486,63,4527,G3700050
2020,11194,5789,84,5321,G3700070
2020,15814,4164,199,11451,G3700090
2020,9458,2191,95,7172,G3700110
2020,26315,9633,245,16437,G3700130
2020,9815,5939,59,3817,G3700150
2020,17125,7326,123,9676,G3700170
2020,90175,33310,1015,55850,G3700190
2020,161569,96515,2642,62412,G3700210
2020,44602,13118,465,31019,G3700230
2020,117227,52162,1828,63237,G3700250
2020,42829,10245,465,32119,G3700270
2020,5953,1537,104,4312,G3700290
2020,42695,12093,574,30028,G3700310
2020,12051,4860,102,7089,G3700330
2020,83425,25689,1148,56588,G3700350
2020,48599,26787,626,21186,G3700370
2020,16423,3583,212,12628,G3700390
2020,7784,3247,66,4471,G3700410
2020,6893,1699,82,5112,G3700430
2020,51308,16955,555,33798,G3700450
2020,26446,9446,168,16832,G3700470
2020,53065,21148,885,31032,G3700490
2020,147150,84469,2649,60032,G3700510
2020,16147,4195,295,11657,G3700530
2020,24232,9936,358,13938,G3700550
2020,88514,22636,1220,64658,G3700570
2020,25311,6713,370,18228,G3700590
2020,22715,8767,155,13793,G3700610
2020,179914,144688,2767,32459,G3700630
2020,25477,16089,182,9206,G3700650
2020,201270,113033,3173,85064,G3700670
2020,37351,15879,571,20901,G3700690
2020,115498,40959,1506,73033,G3700710
2020,5971,2546,58,3367,G3700730
2020,4665,905,50,3710,G3700750
2020,31598,14565,386,16647,G3700770
2020,8753,3832,47,4874,G3700790
2020,284486,173086,4106,107294,G3700810
2020,25759,15545,134,10080,G3700830
2020,58293,22093,1023,35177,G3700850
2020,36542,13144,564,22834,G3700870
2020,68371,27211,1128,40032,G3700890
2020,10634,7097,58,3479,G3700910
2020,21639,11804,382,9453,G3700930
2020,2492,1046,28,1418,G3700950
2020,102371,33888,1473,67010,G3700970
2020,21428,9591,481,11356,G3700990
2020,111357,41257,1747,68353,G3701010
2020,5525,2197,48,3280,G3701030
2020,29008,12143,396,16469,G3701050
2020,28409,13605,214,14590,G3701070
2020,50217,13274,602,36341,G3701090
2020,23003,5832,288,16883,G3701110
2020,20743,6230,302,14211,G3701130
2020,13076,4901,196,7979,G3701150
2020,12540,5911,97,6532,G3701170
2020,567053,378107,9735,179211,G3701190
2020,9041,1867,84,7090,G3701210
2020,12849,4327,111,8411,G3701230
2020,58339,20779,796,36764,G3701250
2020,52271,25947,497,25827,G3701270
2020,131830,66138,2361,63331,G3701290
2020,10110,6069,52,3989,G3701310
2020,72235,24266,1891,46078,G3701330
2020,84997,63594,1227,20176,G3701350
2020,7631,2713,69,4849,G3701370
2020,19897,9832,295,9770,G3701390
2020,34169,11723,490,21956,G3701410
2020,7484,2492,89,4903,G3701430
2020,21894,8465,245,13184,G3701450
2020,87573,47252,1339,38982,G3701470
2020,12358,4518,151,7689,G3701490
2020,73316,15618,804,56894,G3701510
2020,20763,8754,179,11830,G3701530
2020,47188,19020,362,27806,G3701550
2020,47809,15992,516,31301,G3701570
2020,73408,23114,997,49297,G3701590
2020,34429,9135,403,24891,G3701610
2020,28618,10966,241,17411,G3701630
2020,14775,7186,116,7473,G3701650
2020,33939,8129,352,25458,G3701670
2020,25701,5286,273,20142,G3701690
2020,36638,8721,379,27538,G3701710
2020,7068,2780,127,4161,G3701730
2020,20404,8444,324,11636,G3701750
2020,1817,758,15,1044,G3701770
2020,131011,48725,1904,80382,G3701790
2020,20999,12431,177,8391,G3701810
2020,631830,393336,12297,226197,G3701830
2020,10293,6400,141,3752,G3701850
2020,6205,3396,28,2781,G3701870
2020,32220,17122,647,14451,G3701890
2020,55537,24215,613,30709,G3701910
2020,35466,7511,363,27592,G3701930
2020,40735,20754,400,19581,G3701950
2020,19923,3763,227,15933,G3701970
2020,11352,3688,148,7516,G3701990
2020,1269,258,30,981,G3800010
2020,5565,1820,177,3568,G3800030
2020,1961,822,45,1094,G3800050
2020,635,72,22,541,G3800070
2020,3471,821,75,2575,G3800090
2020,1657,228,34,1395,G3800110
2020,1155,137,24,994,G3800130
2020,50753,14348,1661,34744,G3800150
2020,86053,40311,3123,42619,G3800170
2020,2020,474,47,1499,G3800190
2020,2424,608,74,1742,G3800210
2020,1202,265,33,904,G3800230
2020,2338,342,45,1951,G3800250
2020,1261,383,24,854,G3800270
2020,2009,237,34,1738,G3800290
2020,1778,373,43,1362,G3800310
2020,1026,137,18,871,G3800330
2020,30970,12880,1103,16987,G3800350
2020,1381,207,29,1145,G3800370
2020,1250,308,35,907,G3800390
2020,1312,196,25,1091,G3800410
2020,1460,221,24,1215,G3800430
2020,2219,527,47,1645,G3800450
2020,1076,128,18,930,G3800470
2020,3003,564,75,2364,G3800490
2020,1455,261,41,1153,G3800510
2020,5419,814,123,4482,G3800530
2020,5536,1230,108,4198,G3800550
2020,4675,704,115,3856,G3800570
2020,16619,3872,504,12243,G3800590
2020,4165,1256,85,2824,G3800610
2020,1777,586,50,1141,G3800630
2020,1066,129,19,918,G3800650
2020,3331,786,85,2460,G3800670
2020,2128,497,46,1585,G3800690
2020,5372,1639,156,3577,G3800710
2020,2454,945,91,1418,G3800730
2020,1319,220,34,1065,G3800750
2020,7812,2510,230,5072,G3800770
2020,3804,2482,65,1257,G3800790
2020,2070,738,66,1266,G3800810
2020,812,104,20,688,G3800830
2020,1186,804,124,258,G3800850
2020,427,44,3,380,G3800870
2020,15050,2499,441,12110,G3800890
2020,1088,392,44,652,G3800910
2020,9959,2676,289,6994,G3800930
2020,1174,317,27,830,G3800950
2020,4136,1493,121,2522,G3800970
2020,4783,1333,126,3324,G3800990
2020,28246,7293,979,19974,G3801010
2020,2374,442,39,1893,G3801030
2020,14334,2169,426,11739,G3801050
2020,12145,2156,119,9870,G3900010
2020,48006,14149,741,33116,G3900030
2020,26405,6541,457,19407,G3900050
2020,44147,16497,760,26890,G3900070
2020,26059,14772,425,10862,G3900090
2020,25777,4651,328,20798,G3900110
2020,33088,9138,390,23560,G3900130
2020,21096,4380,236,16480,G3900150
2020,186737,69613,2732,114392,G3900170
2020,14212,3251,216,10745,G3900190
2020,19972,5062,321,14589,G3900210
2020,64212,24076,1104,39032,G3900230
2020,110480,34092,1818,74570,G3900250
2020,20527,4697,342,15488,G3900270
2020,49860,13359,775,35726,G3900290
2020,16739,4125,289,12325,G3900310
2020,20686,4916,334,15436,G3900330
2020,625670,416176,6795,202699,G3900350
2020,27134,4731,399,22004,G3900370
2020,19381,5981,362,13038,G3900390
2020,126070,57735,1979,66356,G3900410
2020,40335,17493,682,22160,G3900430
2020,83311,31224,1290,50797,G3900450
2020,12612,2975,164,9473,G3900470
2020,630577,409144,10196,211237,G3900490
2020,22770,6664,375,15731,G3900510
2020,13799,2990,164,10645,G3900530
2020,56021,21201,677,34143,G3900550
2020,88643,34798,1773,52072,G3900570
2020,18230,4577,246,13407,G3900590
2020,430929,246266,6777,177886,G3900610
2020,38771,11757,704,26310,G3900630
2020,13247,3062,236,9949,G3900650
2020,7655,1768,95,5792,G3900670
2020,14764,4062,223,10479,G3900690
2020,19676,3799,199,15678,G3900710
2020,13824,3880,207,9737,G3900730
2020,12947,1994,157,10796,G3900750
2020,27190,7759,475,18956,G3900770
2020,14794,3311,174,11309,G3900790
2020,33362,10018,516,22828,G3900810
2020,31398,8589,469,22340,G3900830
2020,130509,55514,1717,73278,G3900850
2020,28127,7489,332,20306,G3900870
2020,94210,33055,1641,59514,G3900890
2020,23368,5055,349,17964,G3900910
2020,157437,75667,2250,79520,G3900930
2020,200623,115411,3449,81763,G3900950
2020,19855,5698,322,13835,G3900970
2020,118966,57641,1422,59903,G3900990
2020,27818,8269,526,19023,G3901010
2020,105825,39800,1427,64598,G3901030
2020,10951,2492,143,8316,G3901050
2020,23761,4030,279,19452,G3901070
2020,57972,15663,938,41371,G3901090
2020,7148,1605,80,5463,G3901110
2020,268505,135064,4407,129034,G3901130
2020,6847,1725,81,5041,G3901150
2020,18457,4048,332,14077,G3901170
2020,40465,11971,627,27867,G3901190
2020,6343,1170,38,5135,G3901210
2020,24007,9008,371,14628,G3901230
2020,9467,2213,168,7086,G3901250
2020,16675,4098,220,12357,G3901270
2020,28271,7304,374,20593,G3901290
2020,12412,3110,145,9157,G3901310
2020,82872,35661,1221,45990,G3901330
2020,21809,4493,294,17022,G3901350
2020,19921,3195,314,16412,G3901370
2020,59975,17640,863,41472,G3901390
2020,33299,10557,464,22278,G3901410
2020,30074,10596,582,18896,G3901430
2020,32047,9080,358,22609,G3901450
2020,25810,8266,458,17086,G3901470
2020,25258,4465,371,20422,G3901490
2020,189879,75904,2878,111097,G3901510
2020,280473,151668,3972,124833,G3901530
2020,101001,44519,1288,55194,G3901550
2020,44015,12889,668,30458,G3901570
2020,33445,11141,635,21669,G3901590
2020,14965,3067,248,11650,G3901610
2020,6030,1331,67,4632,G3901630
2020,136100,46069,2043,87988,G3901650
2020,32031,9243,481,22307,G3901670
2020,54283,16660,864,36759,G3901690
2020,18651,4842,357,13452,G3901710
2020,67597,30617,1223,35757,G3901730
2020,11390,2733,195,8462,G3901750
2020,7108,1387,136,5585,G4000010
2020,2262,232,52,1978,G4000030
2020,5389,765,67,4557,G4000050
2020,2178,190,20,1968,G4000070
2020,7948,1048,133,6767,G4000090
2020,3901,688,77,3136,G4000110
2020,15976,3323,309,12344,G4000130
2020,9859,2670,176,7013,G4000150
2020,61940,16742,1648,43550,G4000170
2020,19479,4470,310,14699,G4000190
2020,17714,6027,464,11223,G4000210
2020,5832,1082,52,4698,G4000230
2020,1054,70,14,970,G4000250
2020,119778,49827,3274,66677,G4000270
2020,2524,374,59,2091,G4000290
2020,35631,13747,979,20905,G4000310
2020,2572,393,62,2117,G4000330
2020,6032,1217,129,4686,G4000350
2020,30505,6577,634,23294,G4000370
2020,10691,2369,262,8060,G4000390
2020,17245,3472,216,13557,G4000410
2020,2359,214,21,2124,G4000430
2020,1873,162,23,1688,G4000450
2020,22430,4919,541,16970,G4000470
2020,10922,1865,179,8878,G4000490
2020,23101,4144,419,18538,G4000510
2020,2226,280,30,1916,G4000530
2020,1973,328,40,1605,G4000550
2020,933,177,9,747,G4000570
2020,1487,136,24,1327,G4000590
2020,5014,783,66,4165,G4000610
2020,4857,919,63,3875,G4000630
2020,8221,1646,183,6392,G4000650
2020,2385,319,40,2026,G4000670
2020,4251,738,72,3441,G4000690
2020,17249,4040,375,12834,G4000710
2020,6465,854,90,5521,G4000730
2020,3427,699,55,2673,G4000750
2020,4249,762,50,3437,G4000770
2020,18805,3299,293,15213,G4000790
2020,14888,2609,266,12013,G4000810
2020,21574,5455,511,15608,G4000830
2020,4076,711,60,3305,G4000850
2020,19236,3582,359,15295,G4000870
2020,11467,1858,124,9485,G4000890
2020,8335,2031,132,6172,G4000910
2020,3467,320,63,3084,G4000930
2020,6064,1100,73,4891,G4000950
2020,16626,3581,296,12749,G4000970
2020,5894,1156,126,4612,G4000990
2020,25081,8027,528,16526,G4001010
2020,4938,1003,114,3821,G4001030
2020,4391,712,69,3610,G4001050
2020,4038,896,84,3058,G4001070
2020,294740,141724,7966,145050,G4001090
2020,14313,4357,288,9668,G4001110
2020,20538,6002,415,14121,G4001130
2020,11438,2686,207,8545,G4001150
2020,6786,1363,156,5267,G4001170
2020,29643,10904,926,17813,G4001190
2020,17924,3768,305,13851,G4001210
2020,15320,4117,398,10805,G4001230
2020,28185,7275,670,20240,G4001250
2020,4739,668,55,4016,G4001270
2020,1834,168,37,1629,G4001290
2020,44553,9589,933,34031,G4001310
2020,8337,2150,176,6011,G4001330
2020,15386,3035,238,12113,G4001350
2020,19057,3154,343,15560,G4001370
2020,5521,894,122,4505,G4001390
2020,2708,597,35,2076,G4001410
2020,266678,108996,7108,150574,G4001430
2020,35338,8464,709,26165,G4001450
2020,23501,5790,635,17076,G4001470
2020,4777,598,93,4086,G4001490
2020,3678,591,94,2993,G4001510
2020,7785,1005,169,6611,G4001530
2020,9932,2346,234,7352,G4100010
2020,52799,35827,2094,14878,G4100030
2020,257679,139043,8127,110509,G4100050
2020,23910,12916,776,10218,G4100070
2020,32221,13835,1236,17150,G4100090
2020,37075,14243,1003,21829,G4100110
2020,15448,3801,360,11287,G4100130
2020,14925,6058,383,8484,G4100150
2020,125234,65962,3626,55646,G4100170
2020,64349,19160,1891,43298,G4100190
2020,1178,324,20,834,G4100210
2020,4596,929,122,3545,G4100230
2020,4481,894,112,3475,G4100250
2020,13090,8764,371,3955,G4100270
2020,127165,59478,3818,63869,G4100290
2020,11913,4393,331,7189,G4100310
2020,51641,18451,1439,31751,G4100330
2020,36726,10388,1030,25308,G4100350
2020,4363,792,101,3470,G4100370
2020,222253,134366,7551,80336,G4100390
2020,30726,17385,881,12460,G4100410
2020,72640,26512,2642,43486,G4100430
2020,11804,3260,357,8187,G4100450
2020,165534,80872,5660,79002,G4100470
2020,5118,1371,161,3586,G4100490
2020,463659,367249,13415,82995,G4100510
2020,48291,22917,1642,23732,G4100530
2020,1208,260,27,921,G4100550
2020,16888,8066,468,8354,G4100570
2020,33038,10707,1061,21270,G4100590
2020,14944,4254,392,10298,G4100610
2020,5149,1625,120,3404,G4100630
2020,14130,6604,491,7035,G4100650
2020,320326,209940,11313,99073,G4100670
2020,965,217,37,711,G4100690
2020,58923,27174,2198,29551,G4100710
2020,56540,18207,810,37523,G4200010
2020,719733,429065,8344,282324,G4200030
2020,36370,8457,424,27489,G4200050
2020,94122,38122,1241,54759,G4200070
2020,27574,4367,182,23025,G4200090
2020,205540,92895,2909,109736,G4200110
2020,63595,17636,653,45306,G4200130
2020,30159,8046,513,21600,G4200150
2020,396234,204712,4155,187367,G4200170
2020,113305,37508,1438,74359,G4200190
2020,70574,21730,759,48085,G4200210
2020,2434,634,29,1771,G4200230
2020,33629,11212,433,21984,G4200250
2020,77493,40055,1066,36372,G4200270
2020,314502,182372,3565,128565,G4200290
2020,19493,4678,237,14578,G4200310
2020,39422,9673,546,29203,G4200330
2020,17625,5502,221,11902,G4200350
2020,31171,10532,541,20098,G4200370
2020,42004,12924,521,28559,G4200390
2020,141595,62245,2138,77212,G4200410
2020,147368,78983,1977,66408,G4200430
2020,327931,206423,2976,118532,G4200450
2020,16906,4522,244,12140,G4200470
2020,137083,68286,1928,66869,G4200490
2020,62139,20444,468,41227,G4200510
2020,2646,728,36,1882,G4200530
2020,80783,22422,1116,57245,G4200550
2020,7977,1085,68,6824,G4200570
2020,17669,4911,179,12579,G4200590
2020,22792,5445,286,17061,G4200610
2020,41198,12634,475,28089,G4200630
2020,22824,4527,337,17960,G4200650
2020,12043,2253,141,9649,G4200670
2020,115410,61991,1085,52334,G4200690
2020,280239,115847,4183,160209,G4200710
2020,46076,15978,501,29597,G4200730
2020,71652,23932,989,46731,G4200750
2020,184713,98288,2166,84259,G4200770
2020,153321,64873,1519,86929,G4200790
2020,59254,16971,821,41462,G4200810
2020,19466,5098,285,14083,G4200830
2020,57954,21067,744,36143,G4200850
2020,21502,4603,229,16670,G4200870
2020,83829,44060,1043,38726,G4200890
2020,510157,319511,5186,185460,G4200910
2020,9771,3771,156,5844,G4200930
2020,170942,85087,2001,83854,G4200950
2020,42283,12677,654,28952,G4200970
2020,24652,5950,409,18293,G4200990
2020,741377,603790,4847,132740,G4201010
2020,32554,13019,322,19213,G4201030
2020,9064,1726,99,7239,G4201050
2020,70603,20727,1005,48871,G4201070
2020,19140,4910,247,13983,G4201090
2020,40543,8654,423,31466,G4201110
2020,3595,921,55,2619,G4201130
2020,21752,6236,309,15207,G4201150
2020,21075,4955,378,15742,G4201170
2020,20115,7475,284,12356,G4201190
2020,26528,7585,374,18569,G4201210
2020,20650,6066,347,14237,G4201230
2020,118478,45088,1310,72080,G4201250
2020,28089,9191,261,18637,G4201270
2020,204697,72129,2350,130218,G4201290
2020,14858,4704,218,9936,G4201310
2020,238471,88114,3624,146733,G4201330
2020,28415,18050,620,9745,G4400010
2020,93093,49113,1979,42001,G4400030
2020,46148,29486,940,15722,G4400050
2020,272667,165012,5104,102551,G4400070
2020,76060,44549,1693,29818,G4400090
2020,12433,4101,117,8215,G4500010
2020,85185,32275,1321,51589,G4500030
2020,3593,2718,40,835,G4500050
2020,96093,27169,1359,67565,G4500070
2020,6482,4010,55,2417,G4500090
2020,10321,4720,109,5492,G4500110
2020,97835,43419,1222,53194,G4500130
2020,104458,45223,1838,57397,G4500150
2020,8291,3905,81,4305,G4500170
2020,218857,121485,4075,93297,G4500190
2020,25270,6983,244,18043,G4500210
2020,15757,6941,156,8660,G4500230
2020,18876,7431,148,11297,G4500250
2020,16733,8250,122,8361,G4500270
2020,19283,8602,241,10440,G4500290
2020,32417,15220,365,16832,G4500310
2020,13101,6436,83,6582,G4500330
2020,77278,33824,1541,41913,G4500350
2020,13304,4953,167,8184,G4500370
2020,12136,7382,129,4625,G4500390
2020,64510,31153,742,32615,G4500410
2020,36668,15822,359,20487,G4500430
2020,258155,103030,5104,150021,G4500450
2020,32006,12145,430,19431,G4500470
2020,9305,5323,76,3906,G4500490
2020,179744,59180,1743,118821,G4500510
2020,14394,7185,131,7078,G4500530
2020,33629,12699,459,20471,G4500550
2020,49868,18937,619,30312,G4500570
2020,30488,10159,325,20004,G4500590
2020,8431,5329,94,3008,G4500610
2020,144568,49301,2450,92817,G4500630
2020,5697,2687,52,2958,G4500650
2020,14704,8872,121,5711,G4500670
2020,11446,6290,112,5044,G4500690
2020,18631,6958,230,11443,G4500710
2020,40668,10414,556,29698,G4500730
2020,41205,27295,307,13603,G4500750
2020,57546,13645,994,42907,G4500770
2020,193822,132570,2939,58313,G4500790
2020,9274,2963,101,6210,G4500810
2020,148655,52926,2169,93560,G4500830
2020,48920,27379,541,21000,G4500850
2020,13257,4935,139,8183,G4500870
2020,15985,10289,164,5532,G4500890
2020,144050,59008,2315,82727,G4500910
2020,1405,317,36,1052,G4600030
2020,7081,2107,166,4808,G4600050
2020,1183,466,23,694,G4600070
2020,3001,721,45,2235,G4600090
2020,14567,6110,457,8000,G4600110
2020,17547,6538,429,10580,G4600130
2020,2490,673,67,1750,G4600150
2020,549,352,14,183,G4600170
